ec5_uuid,created_at,uploaded_at,title,lat_1_Where_is_this_poth,long_1_Where_is_this_poth,accuracy_1_Where_is_this_poth,UTM_Northing_1_Where_is_this_poth,UTM_Easting_1_Where_is_this_poth,UTM_Zone_1_Where_is_this_poth,2_Please_take_a_phot,3_Tutorial_GroupSmal
b61d105b-5a96-4070-8147-e242dfe370ac,2021-03-05T09:43:16.383Z,2021-03-05T10:00:28.000Z,b61d105b-5a96-4070-8147-e242dfe370ac,54.778475,-1.561885,24,6071089,592497,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=b61d105b-5a96-4070-8147-e242dfe370ac_1614937356.jpg,B2
a406c786-e12c-4b3a-855e-5081cd71e6a3,2021-03-05T09:43:11.006Z,2021-03-05T09:43:46.000Z,a406c786-e12c-4b3a-855e-5081cd71e6a3,54.775214,-1.574643,5,6070709,591683,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=a406c786-e12c-4b3a-855e-5081cd71e6a3_1614937381.jpg,B1
24584370-7d97-11eb-ae18-3dfc6d8ccd5b,2021-03-05T09:42:46.823Z,2021-03-05T09:43:58.000Z,24584370-7d97-11eb-ae18-3dfc6d8ccd5b,50.343293,-4.093981,4,5577372,422158,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=24584370-7d97-11eb-ae18-3dfc6d8ccd5b_1614937431.jpg,B1
071803f0-453b-4998-b196-3bcc79358c91,2021-03-05T09:42:39.511Z,2021-03-05T09:43:44.000Z,071803f0-453b-4998-b196-3bcc79358c91,54.775291,-1.574631,5,6070718,591684,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=071803f0-453b-4998-b196-3bcc79358c91_1614937351.jpg,B1
147f565c-057a-4961-a0a7-47d98d8a00b6,2021-03-05T09:42:32.713Z,2021-03-05T10:10:42.000Z,147f565c-057a-4961-a0a7-47d98d8a00b6,54.77877,-1.555287,30,6071130,592920,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=147f565c-057a-4961-a0a7-47d98d8a00b6_1614937343.jpg,B7
63a3ee82-6440-4227-ad5b-d317b77bae85,2021-03-05T09:42:09.431Z,2021-03-05T09:43:42.000Z,63a3ee82-6440-4227-ad5b-d317b77bae85,54.775639,-1.574675,17,6070756,591680,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=63a3ee82-6440-4227-ad5b-d317b77bae85_1614937318.jpg,B1
9453470a-00c7-4b58-bc99-89125cea3c19,2021-03-05T09:41:27.190Z,2021-03-05T10:10:40.000Z,9453470a-00c7-4b58-bc99-89125cea3c19,54.779003,-1.556204,10,6071155,592861,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=9453470a-00c7-4b58-bc99-89125cea3c19_1614937281.jpg,B7
7ecd0af3-5e46-4345-bb68-883afb105618,2021-03-05T09:41:26.406Z,2021-03-05T10:00:30.000Z,7ecd0af3-5e46-4345-bb68-883afb105618,54.778747,-1.560086,24,6071121,592612,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=7ecd0af3-5e46-4345-bb68-883afb105618_1614937276.jpg,B2
705b970f-6385-4680-9fc3-3ee4d2db1180,2021-03-05T09:41:08.659Z,2021-03-05T09:43:40.000Z,705b970f-6385-4680-9fc3-3ee4d2db1180,54.775943,-1.575125,36,6070790,591651,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=705b970f-6385-4680-9fc3-3ee4d2db1180_1614937251.jpg,B1
da7cd588-712b-4a4c-9df8-a8ab4936d75c,2021-03-05T09:40:10.682Z,2021-03-05T10:00:32.000Z,da7cd588-712b-4a4c-9df8-a8ab4936d75c,54.77867,-1.560014,65,6071113,592616,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=da7cd588-712b-4a4c-9df8-a8ab4936d75c_1614937145.jpg,B2
4ef9eb20-7d96-11eb-ae18-3dfc6d8ccd5b,2021-03-05T09:36:48.850Z,2021-03-05T09:42:43.000Z,4ef9eb20-7d96-11eb-ae18-3dfc6d8ccd5b,50.343561,-4.09364,4,5577402,422182,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=4ef9eb20-7d96-11eb-ae18-3dfc6d8ccd5b_1614937343.jpg,B1
d4473760-e882-43b1-b84a-0a9868e30f13,2021-03-05T09:35:56.832Z,2021-03-05T10:00:33.000Z,d4473760-e882-43b1-b84a-0a9868e30f13,54.778516,-1.563763,65,6071091,592376,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=d4473760-e882-43b1-b84a-0a9868e30f13_1614936932.jpg,B2
1e6cce50-a8b8-45ec-a145-24d7db0afabf,2021-03-05T09:33:53.312Z,2021-03-05T10:10:39.000Z,1e6cce50-a8b8-45ec-a145-24d7db0afabf,54.778064,-1.561975,25,6071043,592492,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=1e6cce50-a8b8-45ec-a145-24d7db0afabf_1614936817.jpg,B7
9b0e5256-564c-40ab-a4fd-8d162319f433,2021-03-05T09:29:34.921Z,2021-03-05T10:10:37.000Z,9b0e5256-564c-40ab-a4fd-8d162319f433,54.777559,-1.56289,10,6070985,592434,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=9b0e5256-564c-40ab-a4fd-8d162319f433_1614936560.jpg,B7
e898c299-75d5-4677-b421-c6628b661050,2021-03-05T09:16:04.679Z,2021-03-05T09:17:39.000Z,e898c299-75d5-4677-b421-c6628b661050,51.196662,0.214724,14,5675382,305402,31U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=e898c299-75d5-4677-b421-c6628b661050_1614935754.jpg,B8
eb17177a-767d-4de7-8fa1-bac883a97302,2021-03-05T09:15:22.617Z,2021-03-05T09:17:37.000Z,eb17177a-767d-4de7-8fa1-bac883a97302,51.196384,0.213941,5,5675353,305346,31U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=eb17177a-767d-4de7-8fa1-bac883a97302_1614935701.jpg,B8
e6592aef-d2d9-47e7-81b4-ccee337f48d3,2021-03-05T09:14:43.755Z,2021-03-05T09:17:35.000Z,e6592aef-d2d9-47e7-81b4-ccee337f48d3,51.196346,0.213871,65,5675349,305341,31U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=e6592aef-d2d9-47e7-81b4-ccee337f48d3_1614935673.jpg,B8
d50396eb-e299-4f50-91be-2823502d3a05,2021-03-04T22:51:01.866Z,2021-03-04T22:53:21.000Z,d50396eb-e299-4f50-91be-2823502d3a05,52.186302,0.155725,16,5785573,305570,31U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=d50396eb-e299-4f50-91be-2823502d3a05_1614898253.jpg,B9
7ff1af48-7c77-4d90-b004-c55b2fa5cb81,2021-03-04T22:49:48.001Z,2021-03-04T22:53:19.000Z,7ff1af48-7c77-4d90-b004-c55b2fa5cb81,52.186865,0.153551,8,5785641,305424,31U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=7ff1af48-7c77-4d90-b004-c55b2fa5cb81_1614898182.jpg,B9
c974b829-74c6-4313-a572-87e9f7346254,2021-03-04T22:48:09.578Z,2021-03-04T22:53:17.000Z,c974b829-74c6-4313-a572-87e9f7346254,52.186205,0.156117,4,5785561,305596,31U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=c974b829-74c6-4313-a572-87e9f7346254_1614898081.jpg,B9
5e6c439d-6513-408f-893b-d09d9bb2ad8d,2021-03-04T22:47:24.918Z,2021-03-04T22:53:15.000Z,5e6c439d-6513-408f-893b-d09d9bb2ad8d,52.186376,0.156869,56,5785578,305648,31U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=5e6c439d-6513-408f-893b-d09d9bb2ad8d_1614898036.jpg,B9
75439cab-5a76-4318-9eb8-91b724668f56,2021-03-04T22:46:15.115Z,2021-03-04T22:53:13.000Z,75439cab-5a76-4318-9eb8-91b724668f56,52.185314,0.156599,9,5785461,305625,31U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=75439cab-5a76-4318-9eb8-91b724668f56_1614897963.jpg,B9
eae99912-64c9-47bd-9f95-58846b75b35e,2021-03-04T17:43:10.865Z,2021-03-04T17:45:35.000Z,eae99912-64c9-47bd-9f95-58846b75b35e,51.566774,-0.150856,8,5716702,697459,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=eae99912-64c9-47bd-9f95-58846b75b35e_1614879783.jpg,B7
16e105b9-9910-4434-8ce9-3bac5fd836f4,2021-03-04T17:35:33.358Z,2021-03-04T17:45:34.000Z,16e105b9-9910-4434-8ce9-3bac5fd836f4,51.566589,-0.150604,18,5716682,697477,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=16e105b9-9910-4434-8ce9-3bac5fd836f4_1614879327.jpg,B7
8251b2e7-66f8-4635-962d-d326f7fb7ae1,2021-03-04T17:34:42.693Z,2021-03-04T17:34:54.000Z,8251b2e7-66f8-4635-962d-d326f7fb7ae1,51.116985,0.558527,13,5665668,329124,31U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=8251b2e7-66f8-4635-962d-d326f7fb7ae1_1614879275.jpg,A1
f09dc4b9-569d-472f-a573-c400caba9113,2021-03-04T17:34:21.704Z,2021-03-04T17:45:32.000Z,f09dc4b9-569d-472f-a573-c400caba9113,51.566723,-0.150712,28,5716697,697469,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=f09dc4b9-569d-472f-a573-c400caba9113_1614879255.jpg,B7
d65bcbf2-2d1c-4347-b910-8fff7f5698e6,2021-03-04T17:34:02.306Z,2021-03-04T17:34:52.000Z,d65bcbf2-2d1c-4347-b910-8fff7f5698e6,51.117032,0.558247,32,5665674,329105,31U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=d65bcbf2-2d1c-4347-b910-8fff7f5698e6_1614879230.jpg,A1
7e94c8c6-2390-47f2-bcf9-f0507b3c09fb,2021-03-04T17:33:20.149Z,2021-03-04T17:45:30.000Z,7e94c8c6-2390-47f2-bcf9-f0507b3c09fb,51.56743,-0.151205,5,5716774,697432,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=7e94c8c6-2390-47f2-bcf9-f0507b3c09fb_1614879182.jpg,B7
855cc998-6b6f-4dcf-8be9-87acb383e11e,2021-03-04T17:32:32.008Z,2021-03-04T17:45:28.000Z,855cc998-6b6f-4dcf-8be9-87acb383e11e,51.567513,-0.15128,5,5716783,697426,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=855cc998-6b6f-4dcf-8be9-87acb383e11e_1614879144.jpg,B7
8a9c91ca-2320-4985-97f1-194d1f5c2c33,2021-03-04T17:32:13.964Z,2021-03-04T17:34:51.000Z,8a9c91ca-2320-4985-97f1-194d1f5c2c33,51.117145,0.55598,18,5665692,328947,31U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=8a9c91ca-2320-4985-97f1-194d1f5c2c33_1614879107.jpg,A1
5aadaa1e-c093-40e3-8cf1-6e8627c9d195,2021-03-04T17:25:17.490Z,2021-03-04T17:34:49.000Z,5aadaa1e-c093-40e3-8cf1-6e8627c9d195,51.119858,0.551538,16,5666004,328646,31U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=5aadaa1e-c093-40e3-8cf1-6e8627c9d195_1614878706.jpg,A1
27ec3f8f-d82d-497f-bcc5-68e6a09ae472,2021-03-04T17:16:32.564Z,2021-03-04T17:33:22.000Z,27ec3f8f-d82d-497f-bcc5-68e6a09ae472,52.907692,-1.548163,5,5862988,597638,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=27ec3f8f-d82d-497f-bcc5-68e6a09ae472_1614878184.jpg,B1
97866e91-d131-4005-aba6-bfc97d3a95d3,2021-03-04T17:15:06.728Z,2021-03-04T17:33:20.000Z,97866e91-d131-4005-aba6-bfc97d3a95d3,52.907963,-1.547217,5,5863020,597701,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=97866e91-d131-4005-aba6-bfc97d3a95d3_1614878099.jpg,B1
b637b0dd-a0d5-4d44-b67f-8e51fa08849e,2021-03-04T17:12:45.347Z,2021-03-04T17:33:18.000Z,b637b0dd-a0d5-4d44-b67f-8e51fa08849e,52.907253,-1.546634,5,5862942,597741,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=b637b0dd-a0d5-4d44-b67f-8e51fa08849e_1614877952.jpg,B1
f5ded36f-8fc3-44c4-929a-e3282805f3b5,2021-03-04T17:12:04.358Z,2021-03-04T17:33:16.000Z,f5ded36f-8fc3-44c4-929a-e3282805f3b5,52.907294,-1.546581,5,5862946,597745,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=f5ded36f-8fc3-44c4-929a-e3282805f3b5_1614877913.jpg,B1
7aa3c6d7-6c2f-4466-86f2-3d55f7c1e2d9,2021-03-04T17:10:31.125Z,2021-03-04T17:10:41.000Z,7aa3c6d7-6c2f-4466-86f2-3d55f7c1e2d9,54.772046,-1.579985,63,6070350,591347,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=7aa3c6d7-6c2f-4466-86f2-3d55f7c1e2d9_1614877825.jpg,A3
f6d651b4-7ef1-4abb-aabc-e064af169e74,2021-03-04T17:09:52.053Z,2021-03-04T17:10:39.000Z,f6d651b4-7ef1-4abb-aabc-e064af169e74,54.771198,-1.578535,8,6070257,591442,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=f6d651b4-7ef1-4abb-aabc-e064af169e74_1614877786.jpg,A3
56fcecad-3afb-49b3-993f-2bc447e6ea17,2021-03-04T17:07:30.183Z,2021-03-04T17:10:37.000Z,56fcecad-3afb-49b3-993f-2bc447e6ea17,54.771752,-1.576301,13,6070322,591585,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=56fcecad-3afb-49b3-993f-2bc447e6ea17_1614877644.jpg,A3
f8cfb36c-334a-4c27-ae47-a2cd3485f305,2021-03-04T17:06:02.210Z,2021-03-04T17:06:08.000Z,f8cfb36c-334a-4c27-ae47-a2cd3485f305,52.90649,-1.542268,8,5862863,598037,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=f8cfb36c-334a-4c27-ae47-a2cd3485f305_1614877485.jpg,B1
892c80d4-e848-4ade-8e89-5f11b5820369,2021-03-04T17:05:52.823Z,2021-03-04T17:10:36.000Z,892c80d4-e848-4ade-8e89-5f11b5820369,54.773125,-1.5748,200,6070476,591678,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=892c80d4-e848-4ade-8e89-5f11b5820369_1614877545.jpg,A3
afce9af0-f103-4bad-a006-c1665c4fba73,2021-03-04T17:03:23.662Z,2021-03-04T17:10:34.000Z,afce9af0-f103-4bad-a006-c1665c4fba73,54.773847,-1.574781,65,6070557,591678,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=afce9af0-f103-4bad-a006-c1665c4fba73_1614877397.jpg,A3
eccf3265-960e-410c-8c43-8690ddb6e132,2021-03-04T16:42:14.845Z,2021-03-04T18:03:40.000Z,eccf3265-960e-410c-8c43-8690ddb6e132,54.771651,-1.576127,15,6070311,591596,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=eccf3265-960e-410c-8c43-8690ddb6e132_1614876126.jpg,B1
fe333866-1453-4c81-8d27-4ef21ed42b2e,2021-03-04T16:38:00.104Z,2021-03-04T16:38:04.000Z,fe333866-1453-4c81-8d27-4ef21ed42b2e,54.777216,-1.56364,7,6070946,592387,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=fe333866-1453-4c81-8d27-4ef21ed42b2e_1614875873.jpg,B5
5e42f51c-172e-460a-8c2c-eb55c7be3b7b,2021-03-04T16:36:16.811Z,2021-03-04T16:38:02.000Z,5e42f51c-172e-460a-8c2c-eb55c7be3b7b,54.776812,-1.562159,65,6070903,592483,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=5e42f51c-172e-460a-8c2c-eb55c7be3b7b_1614875771.jpg,B5
9b337275-0e3a-4cc3-91fd-8e0804bf51ea,2021-03-04T16:35:49.490Z,2021-03-04T18:03:38.000Z,9b337275-0e3a-4cc3-91fd-8e0804bf51ea,54.769218,-1.580133,4,6070035,591344,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=9b337275-0e3a-4cc3-91fd-8e0804bf51ea_1614875743.jpg,B1
fbc51860-242d-4972-9698-966fdc50c5a7,2021-03-04T16:35:29.641Z,2021-03-04T18:03:37.000Z,fbc51860-242d-4972-9698-966fdc50c5a7,54.769258,-1.58024,4,6070039,591337,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=fbc51860-242d-4972-9698-966fdc50c5a7_1614875722.jpg,B1
d4b64d97-aeef-41f8-a619-e3364ecdfbe5,2021-03-04T16:34:24.050Z,2021-03-04T18:03:35.000Z,d4b64d97-aeef-41f8-a619-e3364ecdfbe5,54.767802,-1.580467,6,6069877,591325,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=d4b64d97-aeef-41f8-a619-e3364ecdfbe5_1614875656.jpg,B1
34242ba1-a0ae-4dd2-869d-67e928208cdb,2021-03-04T16:31:46.364Z,2021-03-04T18:03:33.000Z,34242ba1-a0ae-4dd2-869d-67e928208cdb,54.766819,-1.580898,6,6069767,591300,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=34242ba1-a0ae-4dd2-869d-67e928208cdb_1614875497.jpg,B1
30ec3e34-f872-4355-977e-823ff0dce3a1,2021-03-04T16:15:14.610Z,2021-03-04T16:19:56.000Z,30ec3e34-f872-4355-977e-823ff0dce3a1,54.762898,-1.580846,65,6069331,591312,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=30ec3e34-f872-4355-977e-823ff0dce3a1_1614874505.jpg,A13
e2585ce4-221a-4add-9126-97e53bd768a3,2021-03-04T16:11:54.969Z,2021-03-04T16:22:25.000Z,e2585ce4-221a-4add-9126-97e53bd768a3,52.167133,0.117278,6,5783545,302857,31U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=e2585ce4-221a-4add-9126-97e53bd768a3_1614874306.jpg,A13
64193e0f-ef5d-4343-8ddc-50779327c28f,2021-03-04T16:10:32.002Z,2021-03-04T16:22:23.000Z,64193e0f-ef5d-4343-8ddc-50779327c28f,52.167376,0.117594,12,5783572,302880,31U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=64193e0f-ef5d-4343-8ddc-50779327c28f_1614874223.jpg,A13
130e55dd-6b56-496b-b38a-dc2be825ef64,2021-03-04T16:06:44.645Z,2021-03-04T16:22:22.000Z,130e55dd-6b56-496b-b38a-dc2be825ef64,52.166079,0.115081,16,5783434,302703,31U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=130e55dd-6b56-496b-b38a-dc2be825ef64_1614873996.jpg,A13
61fc9bf8-e201-46be-bce9-fb160415a1cd,2021-03-04T16:01:25.141Z,2021-03-04T16:22:20.000Z,61fc9bf8-e201-46be-bce9-fb160415a1cd,52.165458,0.109999,32,5783379,302352,31U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=61fc9bf8-e201-46be-bce9-fb160415a1cd_1614873676.jpg,A13
c49327c4-fb9a-4320-a0eb-54e6aaa9b146,2021-03-04T16:00:34.588Z,2021-03-04T16:22:18.000Z,c49327c4-fb9a-4320-a0eb-54e6aaa9b146,52.165301,0.109912,16,5783362,302346,31U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=c49327c4-fb9a-4320-a0eb-54e6aaa9b146_1614873626.jpg,A13
14326a80-96c1-48d6-b10a-534c66b91000,2021-03-04T14:46:05.842Z,2021-03-04T14:49:25.000Z,14326a80-96c1-48d6-b10a-534c66b91000,55.605699,-2.729044,19,6162229,517070,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=14326a80-96c1-48d6-b10a-534c66b91000_1614869159.jpg,B7
adbf1875-de56-4925-8730-d09acaaca32d,2021-03-04T14:45:51.937Z,2021-03-04T14:49:27.000Z,adbf1875-de56-4925-8730-d09acaaca32d,55.605658,-2.729037,12,6162225,517071,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=adbf1875-de56-4925-8730-d09acaaca32d_1614869142.jpg,B7
d3e0ebf5-a063-4f64-a51f-0bffd87f9c2d,2021-03-04T14:45:35.308Z,2021-03-04T14:49:29.000Z,d3e0ebf5-a063-4f64-a51f-0bffd87f9c2d,55.605696,-2.729022,65,6162229,517071,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=d3e0ebf5-a063-4f64-a51f-0bffd87f9c2d_1614869128.jpg,B7
61c728d6-7201-4e98-a1c7-127698a37771,2021-03-04T14:45:20.527Z,2021-03-04T14:49:31.000Z,61c728d6-7201-4e98-a1c7-127698a37771,55.605665,-2.729051,16,6162225,517070,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=61c728d6-7201-4e98-a1c7-127698a37771_1614869112.jpg,B7
77011fa4-7f17-4232-8aed-1bf63df6617d,2021-03-04T14:45:05.837Z,2021-03-04T14:51:57.000Z,77011fa4-7f17-4232-8aed-1bf63df6617d,55.605649,-2.729058,13,6162224,517069,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=77011fa4-7f17-4232-8aed-1bf63df6617d_1614869099.jpg,B7
