Unnamed: 0,ec5_uuid,created_at,uploaded_at,title,lat_1_Where_is_this_poth,long_1_Where_is_this_poth,accuracy_1_Where_is_this_poth,UTM_Northing_1_Where_is_this_poth,UTM_Easting_1_Where_is_this_poth,UTM_Zone_1_Where_is_this_poth,2_Please_take_a_phot,3_Tutorial_GroupSmal,Ranking
21,63a3ee82-6440-4227-ad5b-d317b77bae85,2021-03-05T09:42:09.431Z,2021-03-05T09:43:42.000Z,63a3ee82-6440-4227-ad5b-d317b77bae85,54.775639,-1.574675,17.0,6070756.0,591680.0,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=63a3ee82-6440-4227-ad5b-d317b77bae85_1614937318.jpg,B1,0.0
22,9453470a-00c7-4b58-bc99-89125cea3c19,2021-03-05T09:41:27.190Z,2021-03-05T10:10:40.000Z,9453470a-00c7-4b58-bc99-89125cea3c19,54.779003,-1.556204,10.0,6071155.0,592861.0,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=9453470a-00c7-4b58-bc99-89125cea3c19_1614937281.jpg,B7,0.0
23,7ecd0af3-5e46-4345-bb68-883afb105618,2021-03-05T09:41:26.406Z,2021-03-05T10:00:30.000Z,7ecd0af3-5e46-4345-bb68-883afb105618,54.778747,-1.560086,24.0,6071121.0,592612.0,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=7ecd0af3-5e46-4345-bb68-883afb105618_1614937276.jpg,B2,0.0
24,705b970f-6385-4680-9fc3-3ee4d2db1180,2021-03-05T09:41:08.659Z,2021-03-05T09:43:40.000Z,705b970f-6385-4680-9fc3-3ee4d2db1180,54.775943,-1.575125,36.0,6070790.0,591651.0,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=705b970f-6385-4680-9fc3-3ee4d2db1180_1614937251.jpg,B1,0.0
25,da7cd588-712b-4a4c-9df8-a8ab4936d75c,2021-03-05T09:40:10.682Z,2021-03-05T10:00:32.000Z,da7cd588-712b-4a4c-9df8-a8ab4936d75c,54.77867,-1.560014,65.0,6071113.0,592616.0,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=da7cd588-712b-4a4c-9df8-a8ab4936d75c_1614937145.jpg,B2,0.0
26,4ef9eb20-7d96-11eb-ae18-3dfc6d8ccd5b,2021-03-05T09:36:48.850Z,2021-03-05T09:42:43.000Z,4ef9eb20-7d96-11eb-ae18-3dfc6d8ccd5b,50.343561,-4.09364,4.0,5577402.0,422182.0,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=4ef9eb20-7d96-11eb-ae18-3dfc6d8ccd5b_1614937343.jpg,B1,0.0
27,d4473760-e882-43b1-b84a-0a9868e30f13,2021-03-05T09:35:56.832Z,2021-03-05T10:00:33.000Z,d4473760-e882-43b1-b84a-0a9868e30f13,54.778516,-1.563763,65.0,6071091.0,592376.0,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=d4473760-e882-43b1-b84a-0a9868e30f13_1614936932.jpg,B2,0.0
28,1e6cce50-a8b8-45ec-a145-24d7db0afabf,2021-03-05T09:33:53.312Z,2021-03-05T10:10:39.000Z,1e6cce50-a8b8-45ec-a145-24d7db0afabf,54.778064,-1.561975,25.0,6071043.0,592492.0,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=1e6cce50-a8b8-45ec-a145-24d7db0afabf_1614936817.jpg,B7,0.0
29,9b0e5256-564c-40ab-a4fd-8d162319f433,2021-03-05T09:29:34.921Z,2021-03-05T10:10:37.000Z,9b0e5256-564c-40ab-a4fd-8d162319f433,54.777559,-1.56289,10.0,6070985.0,592434.0,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=9b0e5256-564c-40ab-a4fd-8d162319f433_1614936560.jpg,B7,0.0
30,e898c299-75d5-4677-b421-c6628b661050,2021-03-05T09:16:04.679Z,2021-03-05T09:17:39.000Z,e898c299-75d5-4677-b421-c6628b661050,51.196662,0.214724,14.0,5675382.0,305402.0,31U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=e898c299-75d5-4677-b421-c6628b661050_1614935754.jpg,B8,0.0
31,eb17177a-767d-4de7-8fa1-bac883a97302,2021-03-05T09:15:22.617Z,2021-03-05T09:17:37.000Z,eb17177a-767d-4de7-8fa1-bac883a97302,51.196384,0.213941,5.0,5675353.0,305346.0,31U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=eb17177a-767d-4de7-8fa1-bac883a97302_1614935701.jpg,B8,0.0
32,e6592aef-d2d9-47e7-81b4-ccee337f48d3,2021-03-05T09:14:43.755Z,2021-03-05T09:17:35.000Z,e6592aef-d2d9-47e7-81b4-ccee337f48d3,51.196346,0.213871,65.0,5675349.0,305341.0,31U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=e6592aef-d2d9-47e7-81b4-ccee337f48d3_1614935673.jpg,B8,0.0
33,d50396eb-e299-4f50-91be-2823502d3a05,2021-03-04T22:51:01.866Z,2021-03-04T22:53:21.000Z,d50396eb-e299-4f50-91be-2823502d3a05,52.186302,0.155725,16.0,5785573.0,305570.0,31U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=d50396eb-e299-4f50-91be-2823502d3a05_1614898253.jpg,B9,0.0
34,7ff1af48-7c77-4d90-b004-c55b2fa5cb81,2021-03-04T22:49:48.001Z,2021-03-04T22:53:19.000Z,7ff1af48-7c77-4d90-b004-c55b2fa5cb81,52.186865,0.153551,8.0,5785641.0,305424.0,31U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=7ff1af48-7c77-4d90-b004-c55b2fa5cb81_1614898182.jpg,B9,0.0
35,c974b829-74c6-4313-a572-87e9f7346254,2021-03-04T22:48:09.578Z,2021-03-04T22:53:17.000Z,c974b829-74c6-4313-a572-87e9f7346254,52.186205,0.156117,4.0,5785561.0,305596.0,31U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=c974b829-74c6-4313-a572-87e9f7346254_1614898081.jpg,B9,0.0
36,5e6c439d-6513-408f-893b-d09d9bb2ad8d,2021-03-04T22:47:24.918Z,2021-03-04T22:53:15.000Z,5e6c439d-6513-408f-893b-d09d9bb2ad8d,52.186376,0.156869,56.0,5785578.0,305648.0,31U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=5e6c439d-6513-408f-893b-d09d9bb2ad8d_1614898036.jpg,B9,0.0
37,75439cab-5a76-4318-9eb8-91b724668f56,2021-03-04T22:46:15.115Z,2021-03-04T22:53:13.000Z,75439cab-5a76-4318-9eb8-91b724668f56,52.185314,0.156599,9.0,5785461.0,305625.0,31U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=75439cab-5a76-4318-9eb8-91b724668f56_1614897963.jpg,B9,0.0
38,eae99912-64c9-47bd-9f95-58846b75b35e,2021-03-04T17:43:10.865Z,2021-03-04T17:45:35.000Z,eae99912-64c9-47bd-9f95-58846b75b35e,51.566774,-0.150856,8.0,5716702.0,697459.0,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=eae99912-64c9-47bd-9f95-58846b75b35e_1614879783.jpg,B7,0.0
39,16e105b9-9910-4434-8ce9-3bac5fd836f4,2021-03-04T17:35:33.358Z,2021-03-04T17:45:34.000Z,16e105b9-9910-4434-8ce9-3bac5fd836f4,51.566589,-0.150604,18.0,5716682.0,697477.0,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=16e105b9-9910-4434-8ce9-3bac5fd836f4_1614879327.jpg,B7,0.0
40,8251b2e7-66f8-4635-962d-d326f7fb7ae1,2021-03-04T17:34:42.693Z,2021-03-04T17:34:54.000Z,8251b2e7-66f8-4635-962d-d326f7fb7ae1,51.116985,0.558527,13.0,5665668.0,329124.0,31U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=8251b2e7-66f8-4635-962d-d326f7fb7ae1_1614879275.jpg,A1,0.0
41,f09dc4b9-569d-472f-a573-c400caba9113,2021-03-04T17:34:21.704Z,2021-03-04T17:45:32.000Z,f09dc4b9-569d-472f-a573-c400caba9113,51.566723,-0.150712,28.0,5716697.0,697469.0,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=f09dc4b9-569d-472f-a573-c400caba9113_1614879255.jpg,B7,0.0
42,d65bcbf2-2d1c-4347-b910-8fff7f5698e6,2021-03-04T17:34:02.306Z,2021-03-04T17:34:52.000Z,d65bcbf2-2d1c-4347-b910-8fff7f5698e6,51.117032,0.558247,32.0,5665674.0,329105.0,31U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=d65bcbf2-2d1c-4347-b910-8fff7f5698e6_1614879230.jpg,A1,0.0
43,7e94c8c6-2390-47f2-bcf9-f0507b3c09fb,2021-03-04T17:33:20.149Z,2021-03-04T17:45:30.000Z,7e94c8c6-2390-47f2-bcf9-f0507b3c09fb,51.56743,-0.151205,5.0,5716774.0,697432.0,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=7e94c8c6-2390-47f2-bcf9-f0507b3c09fb_1614879182.jpg,B7,0.0
44,855cc998-6b6f-4dcf-8be9-87acb383e11e,2021-03-04T17:32:32.008Z,2021-03-04T17:45:28.000Z,855cc998-6b6f-4dcf-8be9-87acb383e11e,51.567513,-0.15128,5.0,5716783.0,697426.0,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=855cc998-6b6f-4dcf-8be9-87acb383e11e_1614879144.jpg,B7,0.0
45,8a9c91ca-2320-4985-97f1-194d1f5c2c33,2021-03-04T17:32:13.964Z,2021-03-04T17:34:51.000Z,8a9c91ca-2320-4985-97f1-194d1f5c2c33,51.117145,0.55598,18.0,5665692.0,328947.0,31U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=8a9c91ca-2320-4985-97f1-194d1f5c2c33_1614879107.jpg,A1,0.0
46,5aadaa1e-c093-40e3-8cf1-6e8627c9d195,2021-03-04T17:25:17.490Z,2021-03-04T17:34:49.000Z,5aadaa1e-c093-40e3-8cf1-6e8627c9d195,51.119858,0.551538,16.0,5666004.0,328646.0,31U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=5aadaa1e-c093-40e3-8cf1-6e8627c9d195_1614878706.jpg,A1,0.0
47,27ec3f8f-d82d-497f-bcc5-68e6a09ae472,2021-03-04T17:16:32.564Z,2021-03-04T17:33:22.000Z,27ec3f8f-d82d-497f-bcc5-68e6a09ae472,52.907692,-1.548163,5.0,5862988.0,597638.0,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=27ec3f8f-d82d-497f-bcc5-68e6a09ae472_1614878184.jpg,B1,0.0
48,97866e91-d131-4005-aba6-bfc97d3a95d3,2021-03-04T17:15:06.728Z,2021-03-04T17:33:20.000Z,97866e91-d131-4005-aba6-bfc97d3a95d3,52.907963,-1.547217,5.0,5863020.0,597701.0,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=97866e91-d131-4005-aba6-bfc97d3a95d3_1614878099.jpg,B1,0.0
49,b637b0dd-a0d5-4d44-b67f-8e51fa08849e,2021-03-04T17:12:45.347Z,2021-03-04T17:33:18.000Z,b637b0dd-a0d5-4d44-b67f-8e51fa08849e,52.907253,-1.546634,5.0,5862942.0,597741.0,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=b637b0dd-a0d5-4d44-b67f-8e51fa08849e_1614877952.jpg,B1,0.0
50,f5ded36f-8fc3-44c4-929a-e3282805f3b5,2021-03-04T17:12:04.358Z,2021-03-04T17:33:16.000Z,f5ded36f-8fc3-44c4-929a-e3282805f3b5,52.907294,-1.546581,5.0,5862946.0,597745.0,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=f5ded36f-8fc3-44c4-929a-e3282805f3b5_1614877913.jpg,B1,0.0
51,7aa3c6d7-6c2f-4466-86f2-3d55f7c1e2d9,2021-03-04T17:10:31.125Z,2021-03-04T17:10:41.000Z,7aa3c6d7-6c2f-4466-86f2-3d55f7c1e2d9,54.772046,-1.579985,63.0,6070350.0,591347.0,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=7aa3c6d7-6c2f-4466-86f2-3d55f7c1e2d9_1614877825.jpg,A3,0.0
52,f6d651b4-7ef1-4abb-aabc-e064af169e74,2021-03-04T17:09:52.053Z,2021-03-04T17:10:39.000Z,f6d651b4-7ef1-4abb-aabc-e064af169e74,54.771198,-1.578535,8.0,6070257.0,591442.0,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=f6d651b4-7ef1-4abb-aabc-e064af169e74_1614877786.jpg,A3,0.0
53,56fcecad-3afb-49b3-993f-2bc447e6ea17,2021-03-04T17:07:30.183Z,2021-03-04T17:10:37.000Z,56fcecad-3afb-49b3-993f-2bc447e6ea17,54.771752,-1.576301,13.0,6070322.0,591585.0,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=56fcecad-3afb-49b3-993f-2bc447e6ea17_1614877644.jpg,A3,0.0
54,f8cfb36c-334a-4c27-ae47-a2cd3485f305,2021-03-04T17:06:02.210Z,2021-03-04T17:06:08.000Z,f8cfb36c-334a-4c27-ae47-a2cd3485f305,52.90649,-1.542268,8.0,5862863.0,598037.0,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=f8cfb36c-334a-4c27-ae47-a2cd3485f305_1614877485.jpg,B1,0.0
55,892c80d4-e848-4ade-8e89-5f11b5820369,2021-03-04T17:05:52.823Z,2021-03-04T17:10:36.000Z,892c80d4-e848-4ade-8e89-5f11b5820369,54.773125,-1.5748,200.0,6070476.0,591678.0,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=892c80d4-e848-4ade-8e89-5f11b5820369_1614877545.jpg,A3,0.0
56,afce9af0-f103-4bad-a006-c1665c4fba73,2021-03-04T17:03:23.662Z,2021-03-04T17:10:34.000Z,afce9af0-f103-4bad-a006-c1665c4fba73,54.773847,-1.574781,65.0,6070557.0,591678.0,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=afce9af0-f103-4bad-a006-c1665c4fba73_1614877397.jpg,A3,0.0
57,eccf3265-960e-410c-8c43-8690ddb6e132,2021-03-04T16:42:14.845Z,2021-03-04T18:03:40.000Z,eccf3265-960e-410c-8c43-8690ddb6e132,54.771651,-1.576127,15.0,6070311.0,591596.0,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=eccf3265-960e-410c-8c43-8690ddb6e132_1614876126.jpg,B1,0.0
58,fe333866-1453-4c81-8d27-4ef21ed42b2e,2021-03-04T16:38:00.104Z,2021-03-04T16:38:04.000Z,fe333866-1453-4c81-8d27-4ef21ed42b2e,54.777216,-1.56364,7.0,6070946.0,592387.0,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=fe333866-1453-4c81-8d27-4ef21ed42b2e_1614875873.jpg,B5,0.0
59,5e42f51c-172e-460a-8c2c-eb55c7be3b7b,2021-03-04T16:36:16.811Z,2021-03-04T16:38:02.000Z,5e42f51c-172e-460a-8c2c-eb55c7be3b7b,54.776812,-1.562159,65.0,6070903.0,592483.0,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=5e42f51c-172e-460a-8c2c-eb55c7be3b7b_1614875771.jpg,B5,0.0
60,9b337275-0e3a-4cc3-91fd-8e0804bf51ea,2021-03-04T16:35:49.490Z,2021-03-04T18:03:38.000Z,9b337275-0e3a-4cc3-91fd-8e0804bf51ea,54.769218,-1.580133,4.0,6070035.0,591344.0,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=9b337275-0e3a-4cc3-91fd-8e0804bf51ea_1614875743.jpg,B1,0.0
61,fbc51860-242d-4972-9698-966fdc50c5a7,2021-03-04T16:35:29.641Z,2021-03-04T18:03:37.000Z,fbc51860-242d-4972-9698-966fdc50c5a7,54.769258,-1.58024,4.0,6070039.0,591337.0,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=fbc51860-242d-4972-9698-966fdc50c5a7_1614875722.jpg,B1,0.0
62,d4b64d97-aeef-41f8-a619-e3364ecdfbe5,2021-03-04T16:34:24.050Z,2021-03-04T18:03:35.000Z,d4b64d97-aeef-41f8-a619-e3364ecdfbe5,54.767802,-1.580467,6.0,6069877.0,591325.0,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=d4b64d97-aeef-41f8-a619-e3364ecdfbe5_1614875656.jpg,B1,0.0
63,34242ba1-a0ae-4dd2-869d-67e928208cdb,2021-03-04T16:31:46.364Z,2021-03-04T18:03:33.000Z,34242ba1-a0ae-4dd2-869d-67e928208cdb,54.766819,-1.580898,6.0,6069767.0,591300.0,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=34242ba1-a0ae-4dd2-869d-67e928208cdb_1614875497.jpg,B1,0.0
64,30ec3e34-f872-4355-977e-823ff0dce3a1,2021-03-04T16:15:14.610Z,2021-03-04T16:19:56.000Z,30ec3e34-f872-4355-977e-823ff0dce3a1,54.762898,-1.580846,65.0,6069331.0,591312.0,30U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=30ec3e34-f872-4355-977e-823ff0dce3a1_1614874505.jpg,A13,0.0
65,e2585ce4-221a-4add-9126-97e53bd768a3,2021-03-04T16:11:54.969Z,2021-03-04T16:22:25.000Z,e2585ce4-221a-4add-9126-97e53bd768a3,52.167133,0.117278,6.0,5783545.0,302857.0,31U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=e2585ce4-221a-4add-9126-97e53bd768a3_1614874306.jpg,A13,0.0
66,64193e0f-ef5d-4343-8ddc-50779327c28f,2021-03-04T16:10:32.002Z,2021-03-04T16:22:23.000Z,64193e0f-ef5d-4343-8ddc-50779327c28f,52.167376,0.117594,12.0,5783572.0,302880.0,31U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=64193e0f-ef5d-4343-8ddc-50779327c28f_1614874223.jpg,A13,0.0
67,130e55dd-6b56-496b-b38a-dc2be825ef64,2021-03-04T16:06:44.645Z,2021-03-04T16:22:22.000Z,130e55dd-6b56-496b-b38a-dc2be825ef64,52.166079,0.115081,16.0,5783434.0,302703.0,31U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=130e55dd-6b56-496b-b38a-dc2be825ef64_1614873996.jpg,A13,0.0
68,61fc9bf8-e201-46be-bce9-fb160415a1cd,2021-03-04T16:01:25.141Z,2021-03-04T16:22:20.000Z,61fc9bf8-e201-46be-bce9-fb160415a1cd,52.165458,0.109999,32.0,5783379.0,302352.0,31U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=61fc9bf8-e201-46be-bce9-fb160415a1cd_1614873676.jpg,A13,0.0
69,c49327c4-fb9a-4320-a0eb-54e6aaa9b146,2021-03-04T16:00:34.588Z,2021-03-04T16:22:18.000Z,c49327c4-fb9a-4320-a0eb-54e6aaa9b146,52.165301,0.109912,16.0,5783362.0,302346.0,31U,https://five.epicollect.net/api/media/igr?type=photo&format=entry_original&name=c49327c4-fb9a-4320-a0eb-54e6aaa9b146_1614873626.jpg,A13,0.0
